Type de sainteté,Titulaire du dossier,Nom,Statut religieux,Statut,Sexe,Id
conf.,oui,Mochua,régulier,ecclésiastique,homme,Mochua (2215)
conf.,oui,Mochulleus,séculier,ecclésiastique,homme,Mochulleus (2216)
conf.,oui,Modanus,régulier,ecclésiastique,homme,Modanus (2217)
conf.,oui,Modesta,régulier,ecclésiastique,femme,Modesta (2218)
martyr,oui,Modestinus,séculier,ecclésiastique,homme,Modestinus (2219)
martyr,non,Modestus,séculier,laïc,homme,Modestus (2220)
martyr,non,Modestus,séculier,laïc,homme,Modestus (2221)
conf.,oui,Modoaldus,séculier,ecclésiastique,homme,Modoaldus (2222)
conf.,oui,Molingus,régulier,ecclésiastique,homme,Molingus (2223)
conf.,oui,Molocus,séculier,ecclésiastique,homme,Molocus (2224)
conf.,oui,Mombolus,régulier,ecclésiastique,homme,Mombolus (2225)
martyr,oui,Monaldus,régulier,ecclésiastique,homme,Monaldus (2226)
conf.,oui,Monanus,séculier,laïc,homme,Monanus (2227)
conf.,oui,Monas,séculier,ecclésiastique,homme,Monas (2228)
conf.,oui,Monegundis,régulier,laïc,femme,Monegundis (2229)
conf.,oui,Monica,séculier,laïc,femme,Monica (2230)
martyr,oui,Mono,régulier,ecclésiastique,homme,Mono (2231)
conf.,oui,Montana,régulier,ecclésiastique,femme,Montana (2232)
martyr,oui,Montanus,séculier,laïc,homme,Montanus (2233)
martyr,oui,Montanus,séculier,laïc,homme,Montanus (2234)
conf.,oui,Monulfus,séculier,ecclésiastique,homme,Monulfus (2235)
conf.,oui,Morandus,régulier,ecclésiastique,homme,Morandus (2236)
conf.,oui,Moyses,régulier,ecclésiastique,homme,Moyses (2237)
martyr,oui,Mucius,séculier,ecclésiastique,homme,Mucius (2238)
conf.,oui,Mummolinus,séculier,ecclésiastique,homme,Mummolinus (2239)
martyr,non,Mustiola,séculier,laïc,femme,Mustiola (2240)
conf.,oui,Naamatius,séculier,ecclésiastique,homme,Naamatius (2241)
martyr,oui,Nabor,séculier,laïc,homme,Nabor (2242)
conf.,oui,Namphasius,régulier,ecclésiastique,homme,Namphasius (2243)
martyr,oui,Narcissus,séculier,ecclésiastique,homme,Narcissus (2244)
conf.,oui,Narcissus,séculier,ecclésiastique,homme,Narcissus (2245)
martyr,oui,Natalia,séculier,laïc,femme,Natalia (2246)
conf.,oui,Natalis,séculier,ecclésiastique,homme,Natalis (2247)
conf.,oui,Nathalanus,séculier,ecclésiastique,homme,Nathalanus (2248)
martyr,oui,Nazarius,séculier,laïc,homme,Nazarius (2249)
martyr,oui,Nectanus,séculier,ecclésiastique,homme,Nectanus (2250)
martyr,oui,Nemesius,séculier,laïc,homme,Nemesius (2251)
martyr,non,Neon,séculier,laïc,homme,Neon (2252)
martyr,oui,Neophyta,séculier,laïc,femme,Neophyta (2253)
conf.,oui,Neotus,régulier,ecclésiastique,homme,Neotus (2254)
conf.,oui,Nepotianus,séculier,ecclésiastique,homme,Nepotianus (2255)
martyr,oui,Nereus,séculier,laïc,homme,Nereus (2256)
martyr,oui,Nestor,séculier,ecclésiastique,homme,Nestor (2257)
conf.,oui,Nevolonus,régulier,laïc,homme,Nevolonus (2258)
martyr,oui,Nicander,séculier,laïc,homme,Nicander (2259)
martyr,non,Nicander,séculier,laïc,homme,Nicander (2260)
martyr,oui,Nicasius,séculier,ecclésiastique,homme,Nicasius (2261)
martyr,oui,Nicasius,séculier,ecclésiastique,homme,Nicasius (2262)
martyr,oui,Nicephorus,séculier,laïc,homme,Nicephorus (2263)
martyr,oui,Nicephorus,séculier,ecclésiastique,homme,Nicephorus (2264)
martyr,oui,Nicetas,séculier,laïc,homme,Nicetas (2265)
martyr,oui,Nicetas,séculier,laïc,homme,Nicetas (2266)
conf.,oui,Nicetius,séculier,ecclésiastique,homme,Nicetius (2267)
conf.,oui,Nicetius,séculier,ecclésiastique,homme,Nicetius (2268)
conf.,oui,Nicetius,séculier,ecclésiastique,homme,Nicetius (2269)
conf.,oui,Nicius,régulier,ecclésiastique,homme,Nicius (2270)
conf.,oui,Nicodemus,séculier,laïc,homme,Nicodemus (2271)
conf.,oui,Nicolaus,séculier,ecclésiastique,homme,Nicolaus (2272)
conf.,oui,Nicolaus,séculier,ecclésiastique,homme,Nicolaus (2273)
conf.,oui,Nicolaus,séculier,laïc,homme,Nicolaus (2274)
martyr,oui,Nicolaus,séculier,laïc,homme,Nicolaus (2275)
conf.,oui,Nicolaus,séculier,ecclésiastique,homme,Nicolaus (2276)
conf.,oui,Nicolaus,séculier,ecclésiastique,homme,Nicolaus (2277)
conf.,oui,Nicolaus,séculier,laïc,homme,Nicolaus (2278)
martyr,oui,Nicolaus,régulier,ecclésiastique,homme,Nicolaus (2279)
conf.,oui,Nicolaus,séculier,laïc,homme,Nicolaus (2280)
conf.,oui,Nicolaus,régulier,ecclésiastique,homme,Nicolaus (2281)
conf.,oui,Nicolaus,régulier,laïc,homme,Nicolaus (2282)
conf.,oui,Nicolaus,régulier,ecclésiastique,homme,Nicolaus (2283)
conf.,oui,Nicolaus,régulier,ecclésiastique,homme,Nicolaus (2284)
martyr,oui,Nicomedes,séculier,ecclésiastique,homme,Nicomedes (2285)
martyr,non,Nicostratus,séculier,laïc,homme,Nicostratus (2286)
conf.,oui,Ninianus,régulier,ecclésiastique,homme,Ninianus (2287)
conf.,oui,Ninnoca,régulier,ecclésiastique,femme,Ninnoca (2288)
conf.,oui,Nivardus,séculier,ecclésiastique,homme,Nivardus (2289)
conf.,oui,Noitburgis,séculier,laïc,femme,Noitburgis (2290)
conf.,oui,Nonnosus,séculier,ecclésiastique,homme,Nonnosus (2291)
conf.,oui,Norbertus,séculier,ecclésiastique,homme,Norbertus (2292)
conf.,oui,Notkerus,régulier,ecclésiastique,homme,Notkerus (2293)
conf.,oui,Novatus,séculier,ecclésiastique,homme,Novatus (2294)
martyr,oui,Nunilo,séculier,laïc,femme,Nunilo (2295)
martyr,oui,Nympha,séculier,laïc,femme,Nympha (2296)
conf.,oui,Octavianus,régulier,ecclésiastique,homme,Octavianus (2297)
martyr,non,Octavius,séculier,laïc,homme,Octavius (2298)
conf.,oui,Oda,séculier,laïc,femme,Oda (2299)
conf.,oui,Oda,régulier,ecclésiastique,femme,Oda (2300)
conf.,oui,Oda,séculier,laïc,femme,Oda (2301)
conf.,oui,Odgerus,séculier,ecclésiastique,homme,Odgerus (2302)
martyr,non,Odilia,séculier,laïc,femme,Odilia (2303)
conf.,oui,Odilia,régulier,ecclésiastique,femme,Odilia (2304)
conf.,oui,Odilia,séculier,laïc,femme,Odilia (2305)
conf.,oui,Odilia,régulier,ecclésiastique,femme,Odilia (2306)
martyr,oui,Odilia,séculier,laïc,femme,Odilia (2307)
conf.,oui,Odilo,régulier,ecclésiastique,homme,Odilo (2308)
conf.,oui,Odo,séculier,ecclésiastique,homme,Odo (2309)
conf.,oui,Odo,séculier,ecclésiastique,homme,Odo (2310)
conf.,oui,Odo,séculier,ecclésiastique,homme,Odo (2311)
conf.,oui,Odo,régulier,ecclésiastique,homme,Odo (2312)
conf.,oui,Odo,régulier,ecclésiastique,homme,Odo (2313)
conf.,oui,Odo,séculier,ecclésiastique,homme,Odo (2314)
conf.,oui,Odoricus,régulier,ecclésiastique,homme,Odoricus (2315)
conf.,oui,Odrada,séculier,laïc,femme,Odrada (2316)
conf.,oui,Odulfus,régulier,ecclésiastique,homme,Odulfus (2317)
martyr,oui,Olavus,séculier,laïc,homme,Olavus (2318)
martyr,oui,Oliva,séculier,laïc,femme,Oliva (2319)
martyr,oui,Oliva,séculier,laïc,femme,Oliva (2320)
conf.,oui,Ollegarius,séculier,ecclésiastique,homme,Ollegarius (2321)
martyr,oui,Olympias,séculier,laïc,homme,Olympias (2322)
martyr,non,Olympius,séculier,laïc,homme,Olympius (2323)
conf.,oui,Onesimus,séculier,ecclésiastique,homme,Onesimus (2324)
conf.,oui,Onuphrius,régulier,ecclésiastique,homme,Onuphrius (2325)
conf.,oui,Opportuna,régulier,ecclésiastique,femme,Opportuna (2326)
conf.,oui,Optatus,séculier,ecclésiastique,homme,Optatus (2327)
conf.,oui,Orientius,séculier,ecclésiastique,homme,Orientius (2328)
conf.,oui,Oringa,régulier,ecclésiastique,femme,Oringa (2329)
martyr,non,Orontius,séculier,laïc,homme,Orontius (2330)
conf.,oui,Ortarius,séculier,ecclésiastique,homme,Ortarius (2331)
martyr,oui,Osgitha,séculier,laïc,femme,Osgitha (2332)
conf.,oui,Osmanna,séculier,laïc,femme,Osmanna (2333)
conf.,oui,Osmundus,séculier,ecclésiastique,homme,Osmundus (2334)
conf.,oui,Oswaldus,séculier,laïc,homme,Oswaldus (2335)
conf.,oui,Oswaldus,séculier,ecclésiastique,homme,Oswaldus (2336)
martyr,oui,Oswinus,séculier,laïc,homme,Oswinus (2337)
conf.,oui,Otmarus,régulier,ecclésiastique,homme,Otmarus (2338)
martyr,non,Otto,régulier,ecclésiastique,homme,Otto (2339)
conf.,oui,Otto,régulier,ecclésiastique,homme,Otto (2340)
conf.,oui,Otto,séculier,ecclésiastique,homme,Otto (2341)
conf.,oui,Oudoceus,séculier,ecclésiastique,homme,Oudoceus (2342)
conf.,oui,Pachomius,régulier,ecclésiastique,homme,Pachomius (2343)
conf.,oui,Pachomius,régulier,ecclésiastique,homme,Pachomius (2344)
conf.,oui,Pacificus,régulier,ecclésiastique,homme,Pacificus (2345)
conf.,oui,Paduinus,régulier,ecclésiastique,homme,Paduinus (2346)
martyr,oui,Palatiates,séculier,laïc,femme,Palatiates (2347)
conf.,oui,Paldo,régulier,ecclésiastique,homme,Paldo (2348)
conf.,oui,Palladius,séculier,ecclésiastique,homme,Palladius (2349)
conf.,oui,Palladius,séculier,ecclésiastique,homme,Palladius (2350)
conf.,oui,Pambo,régulier,ecclésiastique,homme,Pambo (2351)
martyr,oui,Pamphilus,séculier,ecclésiastique,homme,Pamphilus (2352)
conf.,oui,Pamphilus,séculier,ecclésiastique,homme,Pamphilus (2353)
martyr,oui,Pancratius,séculier,laïc,homme,Pancratius (2354)
martyr,non,Pansius,séculier,laïc,homme,Pansius (2355)
conf.,oui,Pantaenus,séculier,ecclésiastique,homme,Pantaenus (2356)
martyr,non,Pantaleemon,séculier,laïc,homme,Pantaleemon (2357)
martyr,oui,Pantaleon,séculier,ecclésiastique,homme,Pantaleon (2358)
conf.,oui,Pantalus,séculier,ecclésiastique,homme,Pantalus (2359)
conf.,oui,Paphnutius,régulier,ecclésiastique,homme,Paphnutius (2360)
martyr,oui,Papias,séculier,laïc,homme,Papias (2361)
conf.,oui,Papula,régulier,ecclésiastique,femme,Papula (2362)
martyr,oui,Papulus,séculier,ecclésiastique,homme,Papulus (2363)
conf.,oui,Pardulfus,régulier,ecclésiastique,homme,Pardulfus (2364)
conf.,oui,Pardus,séculier,ecclésiastique,homme,Pardus (2365)
conf.,oui,Paris,séculier,ecclésiastique,homme,Paris (2366)
martyr,non,Parmenius,séculier,ecclésiastique,homme,Parmenius (2367)
martyr,oui,Parmenius,séculier,ecclésiastique,homme,Parmenius (2368)
martyr,non,Parthenius,séculier,laïc,homme,Parthenius (2369)
conf.,oui,Paschalis,séculier,ecclésiastique,homme,Paschalis (2370)
conf.,oui,Paschasius,séculier,ecclésiastique,homme,Paschasius (2371)
conf.,oui,Paschasius,séculier,ecclésiastique,homme,Paschasius (2372)
martyr,oui,Pasicrates,séculier,laïc,homme,Pasicrates (2373)
conf.,oui,Pastor,régulier,ecclésiastique,homme,Pastor (2374)
martyr,non,Pastor,séculier,laïc,homme,Pastor (2375)
martyr,oui,Patermuthius,régulier,ecclésiastique,homme,Patermuthius (2376)
conf.,oui,Paternianus,séculier,ecclésiastique,homme,Paternianus (2377)
conf.,oui,Paternus,séculier,ecclésiastique,homme,Paternus (2378)
martyr,oui,Paternus,séculier,laïc,homme,Paternus (2379)
martyr,oui,Paternus,régulier,ecclésiastique,homme,Paternus (2380)
conf.,oui,Paternus,séculier,ecclésiastique,homme,Paternus (2381)
conf.,oui,Patiens,séculier,ecclésiastique,homme,Patiens (2382)
conf.,oui,Patricia,régulier,laïc,femme,Patricia (2383)
conf.,oui,Patricius,séculier,ecclésiastique,homme,Patricius (2384)
conf.,oui,Patroclus,régulier,ecclésiastique,homme,Patroclus (2385)
martyr,oui,Patroclus,séculier,laïc,homme,Patroclus (2386)
martyr,non,Paula,séculier,laïc,femme,Paula (2387)
conf.,oui,Paula,régulier,laïc,femme,Paula (2388)
martyr,non,Paulina,séculier,laïc,femme,Paulina (2389)
conf.,oui,Paulina,séculier,laïc,femme,Paulina (2390)
martyr,non,Paulinus,séculier,laïc,homme,Paulinus (2391)
conf.,oui,Paulinus,séculier,ecclésiastique,homme,Paulinus (2392)
conf.,oui,Paulinus,séculier,ecclésiastique,homme,Paulinus (2393)
martyr,oui,Paulinus,séculier,ecclésiastique,homme,Paulinus (2394)
conf.,oui,Paulinus,séculier,ecclésiastique,homme,Paulinus (2395)
conf.,oui,Paulinus,séculier,ecclésiastique,homme,Paulinus (2396)
martyr,non,Paulus,séculier,laïc,homme,Paulus (2397)
martyr,non,Paulus,séculier,laïc,homme,Paulus (2398)
martyr,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2399)
conf.,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2400)
martyr,oui,Paulus,séculier,laïc,homme,Paulus (2401)
conf.,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2402)
martyr,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2403)
martyr,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2404)
conf.,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2405)
martyr,oui,Paulus,régulier,ecclésiastique,homme,Paulus (2406)
conf.,oui,Paulus,régulier,ecclésiastique,homme,Paulus (2407)
conf.,oui,Paulus,régulier,ecclésiastique,homme,Paulus (2408)
conf.,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2409)
conf.,oui,Paulus,séculier,ecclésiastique,homme,Paulus (2410)
conf.,oui,Pavacius,séculier,ecclésiastique,homme,Pavacius (2411)
martyr,oui,Pecinna,régulier,laïc,femme,Pecinna (2412)
martyr,non,Pegasius,séculier,laïc,homme,Pegasius (2413)
conf.,oui,Pelagia,séculier,laïc,femme,Pelagia (2414)
conf.,oui,Pelagia,séculier,laïc,femme,Pelagia (2415)
conf.,oui,Pelagius,séculier,ecclésiastique,homme,Pelagius (2416)
conf.,oui,Pelagius,séculier,ecclésiastique,homme,Pelagius (2417)
martyr,oui,Pelagius,séculier,laïc,homme,Pelagius (2418)
martyr,oui,Pelagius,séculier,laïc,homme,Pelagius (2419)
conf.,oui,Pelagius,régulier,ecclésiastique,homme,Pelagius (2420)
martyr,oui,Pelinus,séculier,ecclésiastique,homme,Pelinus (2421)
conf.,non,Peregrinus,séculier,laïc,homme,Peregrinus (2422)
martyr,non,Peregrinus,séculier,laïc,homme,Peregrinus (2423)
martyr,non,Peregrinus,séculier,laïc,homme,Peregrinus (2424)
martyr,oui,Peregrinus,séculier,laïc,homme,Peregrinus (2425)
martyr,oui,Peregrinus,séculier,ecclésiastique,homme,Peregrinus (2426)
conf.,oui,Peregrinus,séculier,laïc,homme,Peregrinus (2427)
conf.,oui,Peregrinus,régulier,ecclésiastique,homme,Peregrinus (2428)
conf.,oui,Peregrinus,régulier,ecclésiastique,homme,Peregrinus (2429)
conf.,oui,Peregrinus,régulier,ecclésiastique,homme,Peregrinus (2430)
conf.,oui,Peregrinus,régulier,ecclésiastique,homme,Peregrinus (2431)
martyr,oui,Perfectus,séculier,ecclésiastique,homme,Perfectus (2432)
martyr,oui,Pergentinus,séculier,laïc,homme,Pergentinus (2433)
martyr,oui,Perpetua,séculier,laïc,femme,Perpetua (2434)
conf.,oui,Perpetua,séculier,laïc,femme,Perpetua (2435)
conf.,oui,Perpetuus,séculier,ecclésiastique,homme,Perpetuus (2436)
conf.,oui,Petrocus,régulier,ecclésiastique,homme,Petrocus (2437)
martyr,oui,Petronilla,séculier,laïc,femme,Petronilla (2438)
conf.,oui,Petronius,séculier,ecclésiastique,homme,Petronius (2439)
martyr,non,Petrus,séculier,ecclésiastique,homme,Petrus (2440)
martyr,non,Petrus,régulier,ecclésiastique,homme,Petrus (2441)
martyr,non,Petrus,régulier,ecclésiastique,homme,Petrus (2442)
martyr,non,Petrus,régulier,laïc,homme,Petrus (2443)
martyr,non,Petrus,séculier,laïc,homme,Petrus (2444)
martyr,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2445)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2446)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2447)
martyr,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2448)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2449)
martyr,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2450)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2451)
martyr,oui,Petrus,séculier,laïc,homme,Petrus (2452)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2453)
martyr,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2454)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2455)
conf.,oui,Petrus,séculier,laïc,homme,Petrus (2456)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2457)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2458)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2459)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2460)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2461)
martyr,oui,Petrus,séculier,laïc,homme,Petrus (2462)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2463)
martyr,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2464)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2465)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2466)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2467)
martyr,oui,Petrus,séculier,laïc,homme,Petrus (2468)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2469)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2470)
martyr,oui,Petrus,séculier,laïc,homme,Petrus (2471)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2472)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2473)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2474)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2475)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2476)
conf.,oui,Petrus,séculier,ecclésiastique,homme,Petrus (2477)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2478)
conf.,oui,Petrus,séculier,laïc,homme,Petrus (2479)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2480)
conf.,oui,Petrus,séculier,laïc,homme,Petrus (2481)
conf.,oui,Petrus,régulier,ecclésiastique,homme,Petrus (2482)
conf.,oui,Phaletrus,régulier,ecclésiastique,homme,Phaletrus (2483)
conf.,oui,Pharaildis,séculier,laïc,femme,Pharaildis (2484)
martyr,oui,Pherbuta,séculier,laïc,femme,Pherbuta (2485)
conf.,oui,Philastrius,séculier,ecclésiastique,homme,Philastrius (2486)
martyr,oui,Phileas,séculier,ecclésiastique,homme,Phileas (2487)
martyr,oui,Philemon,séculier,ecclésiastique,homme,Philemon (2488)
conf.,oui,Philibertus,régulier,ecclésiastique,homme,Philibertus (2489)
conf.,oui,Philippa,séculier,laïc,femme,Philippa (2490)
martyr,non,Philippus (filius),séculier,laïc,homme,Philippus (filius) (2491)
martyr,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2492)
conf.,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2493)
martyr,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2494)
conf.,oui,Philippus,régulier,ecclésiastique,homme,Philippus (2495)
conf.,oui,Philippus,régulier,ecclésiastique,homme,Philippus (2496)
conf.,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2497)
conf.,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2498)
conf.,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2499)
martyr,oui,Philippus,séculier,ecclésiastique,homme,Philippus (2500)
martyr,oui,Philippus,séculier,laïc,homme,Philippus (2501)
martyr,non,Philoromus,séculier,laïc,homme,Philoromus (2502)
martyr,non,Philoromus,séculier,laïc,homme,Philoromus (2503)
martyr,oui,Phocas,séculier,laïc,homme,Phocas (2504)
martyr,oui,Phocas,séculier,ecclésiastique,homme,Phocas (2505)
conf.,oui,Phoebadius,séculier,ecclésiastique,homme,Phoebadius (2506)
martyr,oui,Photinus,séculier,ecclésiastique,homme,Photinus (2507)
martyr,non,Photinus,séculier,laïc,homme,Photinus (2508)
martyr,oui,Piamon,régulier,ecclésiastique,homme,Piamon (2509)
conf.,oui,Piamon,séculier,ecclésiastique,femme,Piamon (2510)
martyr,oui,Piatus,séculier,ecclésiastique,homme,Piatus (2511)
martyr,non,Pigmenius,séculier,ecclésiastique,homme,Pigmenius (2512)
martyr,oui,Pigmenius,séculier,ecclésiastique,homme,Pigmenius (2513)
martyr,non,Pigmenius,séculier,laïc,homme,Pigmenius (2514)
conf.,oui,Pilingottus,régulier,laïc,homme,Pilingottus (2515)
martyr,non,Pinianus,séculier,laïc,homme,Pinianus (2516)
martyr,oui,Pionius,séculier,ecclésiastique,homme,Pionius (2517)
conf.,oui,Pior,régulier,ecclésiastique,homme,Pior (2518)
conf.,oui,Pipio,séculier,ecclésiastique,homme,Pipio (2519)
conf.,oui,Pippinus,séculier,laïc,homme,Pippinus (2520)
conf.,oui,Pirminius,régulier,ecclésiastique,homme,Pirminius (2521)
conf.,oui,Pius,séculier,ecclésiastique,homme,Pius (2522)
conf.,oui,Placidia,séculier,laïc,femme,Placidia (2523)
martyr,oui,Placidus,régulier,ecclésiastique,homme,Placidus (2524)
conf.,oui,Placidus,régulier,ecclésiastique,homme,Placidus (2525)
martyr,oui,Plato,séculier,laïc,homme,Plato (2526)
conf.,oui,Plechelmus,séculier,ecclésiastique,homme,Plechelmus (2527)
conf.,oui,Podius,séculier,ecclésiastique,homme,Podius (2528)
martyr,oui,Pollio,séculier,ecclésiastique,homme,Pollio (2529)
martyr,oui,Polycarpus,séculier,ecclésiastique,homme,Polycarpus (2530)
conf.,oui,Polycarpus,séculier,ecclésiastique,homme,Polycarpus (2531)
martyr,oui,Polychronius,séculier,ecclésiastique,homme,Polychronius (2532)
martyr,oui,Polyeuctus,séculier,laïc,homme,Polyeuctus (2533)
martyr,oui,Polyeuctus,séculier,laïc,homme,Polyeuctus (2534)
